mouse_name,eid
SWC_AY_010,82516c40-2147-417f-9bbd-fad89af1c347
SWC_AY_010,fc47badd-7c69-4cfd-acb8-6c2ad351546d
SWC_AY_010,b46087fb-9d6b-420e-9b74-6cd3557d8eb2
SWC_AY_010,fc13ddfd-c677-4e51-a5c3-e484c8bff39f
SWC_AY_010,3b50fb32-c226-4c5a-8943-4360609d1e2b
SWC_AY_010,73d89484-f85a-4e0e-9e0b-0937b191b267
SWC_AY_010,d588aefa-8a53-4ce5-a2bf-18e9e1878238
SWC_AY_010,d806ec5d-e062-491d-9f22-eb485e517112
SWC_AY_010,2dc0dc65-8c70-469a-9a3a-64e331c484bf
SWC_AY_011,80a4be74-266e-4917-90be-1b69c09689c8
SWC_AY_011,4584ae3e-a424-4907-a832-c563a074d557
SWC_AY_011,76499504-5a72-462c-8eef-e9aa113acbeb
SWC_AY_011,dfdb6cee-4ae8-416a-a77f-53d6ad9b81b6
SWC_AY_011,f4632615-3b3e-4f23-bcc8-2ad407d55e5d
SWC_AY_011,018bc677-e454-4d12-9569-93d273595d93
SWC_AY_011,7eab4e58-f896-4c5e-94ad-b01052847ad1
SWC_AY_011,baa5a95a-e017-4ed3-a2e5-39e5c92e89cd
SWC_AY_011,d4f8c47c-7e57-4eb7-b2e3-d639427dcf26
SWC_AY_011,f1bc9197-d9fe-4732-83c6-b3385a9a0ca8
SWC_AY_011,bec0169e-1320-4c58-9270-29fd68767242
SWC_AY_011,7cf98197-7310-4db3-b8ca-67538941dce9
SWC_AY_011,b480ffe0-ae29-46ef-b0c5-70cb82cb9035
SWC_AY_011,31fbc4ce-5822-47f0-a47f-75f654240499
SWC_AY_011,dc4e8e9b-bd07-4a02-9c22-a719191979c7
SWC_AY_011,f58678f9-dd28-477f-a9bd-cb2df7002e5b
SWC_AY_011,b190e2c8-15b1-4ddd-99ba-f25c0a506544
SWC_AY_011,e8dba847-8d9a-46f8-91ef-6a5a3f3de2ec
SWC_AY_011,eef8bef9-f4b4-4102-9d41-99246e47b88a
SWC_AY_011,e98db416-da84-4abc-94b8-790dce622aa0
SWC_AY_012,060220e2-c1fb-4e5e-8033-c06a0b488fc8
SWC_AY_012,56918f4e-2d77-428e-828f-7d9607e268bf
SWC_AY_012,d8650bb0-8467-40ac-90c1-34f4e3da1119
SWC_AY_012,ca029e73-5f7e-451a-bbc2-95a8929f7da8
SWC_AY_012,7d0d37b1-133d-4405-ae50-3cb310b81293
SWC_AY_012,418424ad-0fb9-465c-8beb-d483d67e894e
SWC_AY_012,8ae8551f-9699-46ce-af42-96f9c2759dc0
SWC_AY_012,c0b63340-b86b-493b-b937-76be83387b27
SWC_AY_012,1b667a08-f88e-4c61-a133-6dd19cce0fb8
SWC_AY_012,82c2809a-276c-4c02-8486-c659aa2d422f
SWC_AY_012,2d817c19-0f65-4b0c-abcc-ce0f8a417b8f
SWC_AY_012,85311343-d370-4a86-8dd4-08d899a418f0
SWC_AY_012,6cf8bd50-6d0d-4268-be6a-04c9c6686244
SWC_AY_012,f902883e-4bd6-4eef-ae02-46804e565ad7
SWC_AY_012,dbc07fc3-51c7-4851-87fb-2883e2da3b40
SWC_AY_012,5edbc3d3-f852-4908-bb62-7c6dba438bdc
SWC_AY_012,f9bbafb0-fb1d-46c6-b297-5414d87d3ce1
SWC_AY_012,35877ee1-1863-4d03-aac0-db38de8219a6
SWC_AY_012,0e204e84-da8a-452e-968f-74d8edf29c3f
SWC_AY_012,81841b7b-522c-47b1-8294-86ed2ef748b6
SWC_AY_012,e8eb78e4-1b44-4766-a2ff-a6a73ada6716
SWC_AY_012,fda6133d-5c38-4a0d-a6ec-11ca2ffd4cce
SWC_AY_012,70502208-2081-4a38-a22b-b130a3cd4cac
SWC_AY_012,0ebb203e-cdbd-480c-a780-0a0178b1688f
SWC_AY_012,854d8ed5-1f11-478b-980f-eb2e865ddb6d
SWC_AY_012,d57c3edc-7c9d-4a66-a5e5-0c1a1dafad41
SWC_AY_012,012cda53-9aa2-4c51-87a4-ff338702af4a
SWC_AY_012,8b407f19-062e-44d1-b9d1-17104a053530
SWC_AY_012,f3485eae-dc02-4e30-ae26-7e0289e9ee5a
SWC_AY_012,2c09f398-caab-4f0d-9ab9-aae0a18081c1
SWC_AY_012,29413835-6aa1-488d-be91-463a95685e1f
SWC_AY_012,d6382c68-013f-4714-b784-8a72a1f207f2
SWC_AY_012,71b141f7-c4ca-4e17-b77f-5c273a94ff53
SWC_AY_012,6dec6739-2ea7-4a12-aa96-dff93b41d917
SWC_AY_012,3d886842-529b-42cd-9147-e3eaddbf9077
SWC_AY_012,a8519c6f-a1cc-4208-a2ab-4e633ebf7bf9
SWC_AY_012,c548b258-fc24-4d8c-96d2-b3239f70e388
SWC_AY_012,35624143-0761-46e7-8711-56ba6559a5cd
SWC_AY_012,01e81b6f-0a4e-4aa5-ae1e-329e4c5e000e
SWC_AY_012,162a3579-7fb6-4e13-8b6f-a0645040dc9a
SWC_AY_012,3dcec601-2309-4aa2-adbe-cf9a1aeaa7c9
SWC_AY_012,9781e7e6-c6f0-4c15-9195-1333f702aec9
SWC_AY_012,d2777ade-2db8-458a-9266-ab6bfa9f8bc6
SWC_AY_012,11d809b8-05f9-48ee-b2bd-f31e6d5d82da
SWC_AY_012,110c1b70-0be2-4cdf-80e0-6c9defa83126
SWC_AY_012,7f00d04c-54df-4a11-914a-cdc245111caf
SWC_AY_013,8530bbe3-bc87-4ab0-84b0-657d5ac94c98
SWC_AY_013,dfd2f8e6-d18f-49f1-9bcf-8f3bd4bf1937
SWC_AY_013,8b4a138e-2703-4053-ae9a-11616c75f6ff
SWC_AY_013,995f5635-e8d1-4c92-842d-ac9d624b02c2
SWC_AY_013,480638ec-edf4-4194-ab0c-accd20c2c393
SWC_AY_013,f97337d0-d8a4-45c1-9c6b-5ed00e62789f
SWC_AY_013,1f97ca96-0673-4a0c-9002-b4c525b91969
SWC_AY_013,7ac6819e-1f4a-45a6-b8fe-076820e9a30c
SWC_AY_013,d24ec049-ed20-479a-ae21-06ac28a0e04e
SWC_AY_013,b904be26-3c4e-45eb-9b1d-be49f0fec1a1
SWC_AY_013,fe9e431c-a180-4335-9850-44a12625633a
SWC_AY_013,bbdb1ef2-f190-4876-845a-5f3f3b55f6f3
SWC_AY_013,f300915c-06d4-4e9f-b575-bd9614acdcc7
SWC_AY_016,499b1358-6302-47dc-9e66-5313df96dff1
SWC_AY_016,b1ed099f-7496-407c-944d-e7039e341a6c
SWC_AY_016,6ce02ce1-56de-4aeb-b1d9-1fc5c52fd70e
SWC_AY_016,1b459662-d8a3-4176-9375-97e031e554f1
SWC_AY_016,a748eed4-e69e-4664-b9d7-6993ab36399a
SWC_AY_016,03cb7417-4076-4538-851c-113a315335d1
SWC_AY_016,fc6ec520-841c-47f1-8dfe-c3fac582574d
SWC_AY_016,d2e1f343-88d4-456b-a710-c9aaf067f064
SWC_AY_016,ad46277e-d795-4cca-a822-89f4dc097a99
SWC_AY_016,95d80347-6d10-4693-9e45-93ecbb8fcd7d
SWC_AY_016,53590848-de37-4e43-89ef-aa6879b38a1a
SWC_AY_016,23a23051-0654-4430-a138-71a992ea5f82
